degree	coefficient	variables
5	26	x_2_1,x_2_3,x_3_2,x_3_3,x_3_4
5	-8	x_2_1,x_2_3,x_4_1,x_4_2,x_4_3
5	-4	x_2_1,x_2_3,x_4_1,x_4_2,x_4_4
5	-8	x_2_1,x_2_3,x_4_1,x_4_3,x_4_4
5	-4	x_2_1,x_2_3,x_4_2,x_4_3,x_4_4
5	-8	x_2_1,x_2_3,x_5_1,x_5_2,x_5_3
5	-4	x_2_1,x_2_3,x_5_1,x_5_2,x_5_4
5	-8	x_2_1,x_2_3,x_5_1,x_5_3,x_5_4
5	-4	x_2_1,x_2_3,x_5_2,x_5_3,x_5_4
5	-10	x_2_1,x_2_4,x_3_0,x_3_1,x_3_2
5	-10	x_2_1,x_2_4,x_3_0,x_3_1,x_3_3
5	-20	x_2_1,x_2_4,x_3_0,x_3_1,x_3_4
5	10	x_2_1,x_2_4,x_3_0,x_3_2,x_3_3
5	20	x_2_1,x_2_4,x_3_0,x_3_2,x_3_4
5	20	x_2_1,x_2_4,x_3_0,x_3_3,x_3_4
5	-14	x_2_1,x_2_4,x_3_1,x_3_2,x_3_3
5	-28	x_2_1,x_2_4,x_3_1,x_3_2,x_3_4
5	-28	x_2_1,x_2_4,x_3_1,x_3_3,x_3_4
5	16	x_2_1,x_2_4,x_3_2,x_3_3,x_3_4
5	-4	x_2_1,x_2_4,x_4_1,x_4_2,x_4_3
5	-8	x_2_1,x_2_4,x_4_1,x_4_2,x_4_4
5	-8	x_2_1,x_2_4,x_4_1,x_4_3,x_4_4
5	-4	x_2_1,x_2_4,x_4_2,x_4_3,x_4_4
5	-4	x_2_1,x_2_4,x_5_1,x_5_2,x_5_3
5	-8	x_2_1,x_2_4,x_5_1,x_5_2,x_5_4
5	-8	x_2_1,x_2_4,x_5_1,x_5_3,x_5_4
5	-4	x_2_1,x_2_4,x_5_2,x_5_3,x_5_4
5	-10	x_2_1,x_3_0,x_3_1,x_3_2,x_3_3
5	-10	x_2_1,x_3_0,x_3_1,x_3_2,x_3_4
5	-10	x_2_1,x_3_0,x_3_1,x_3_3,x_3_4
5	20	x_2_1,x_3_0,x_3_2,x_3_3,x_3_4
5	-14	x_2_1,x_3_1,x_3_2,x_3_3,x_3_4
5	-4	x_2_1,x_4_1,x_4_2,x_4_3,x_4_4
5	-4	x_2_1,x_5_1,x_5_2,x_5_3,x_5_4
5	-10	x_2_2,x_2_3,x_2_4,x_3_0,x_3_1
5	-24	x_2_2,x_2_3,x_2_4,x_3_1,x_3_2
5	-24	x_2_2,x_2_3,x_2_4,x_3_1,x_3_3
5	-24	x_2_2,x_2_3,x_2_4,x_3_1,x_3_4
5	-8	x_2_2,x_2_3,x_2_4,x_3_2,x_3_3
5	-6	x_2_2,x_2_3,x_2_4,x_3_2,x_3_4
5	-6	x_2_2,x_2_3,x_2_4,x_3_3,x_3_4
5	-4	x_2_2,x_2_3,x_2_4,x_4_1,x_4_2
5	-4	x_2_2,x_2_3,x_2_4,x_4_1,x_4_3
5	-4	x_2_2,x_2_3,x_2_4,x_4_1,x_4_4
5	-8	x_2_2,x_2_3,x_2_4,x_4_2,x_4_3
5	-6	x_2_2,x_2_3,x_2_4,x_4_2,x_4_4
5	-6	x_2_2,x_2_3,x_2_4,x_4_3,x_4_4
5	-4	x_2_2,x_2_3,x_2_4,x_5_1,x_5_2
5	-4	x_2_2,x_2_3,x_2_4,x_5_1,x_5_3
5	-4	x_2_2,x_2_3,x_2_4,x_5_1,x_5_4
5	-8	x_2_2,x_2_3,x_2_4,x_5_2,x_5_3
5	-6	x_2_2,x_2_3,x_2_4,x_5_2,x_5_4
5	-6	x_2_2,x_2_3,x_2_4,x_5_3,x_5_4
5	-20	x_2_2,x_2_3,x_3_0,x_3_1,x_3_2
5	-20	x_2_2,x_2_3,x_3_0,x_3_1,x_3_3
5	-10	x_2_2,x_2_3,x_3_0,x_3_1,x_3_4
5	-48	x_2_2,x_2_3,x_3_1,x_3_2,x_3_3
5	-24	x_2_2,x_2_3,x_3_1,x_3_2,x_3_4
5	-24	x_2_2,x_2_3,x_3_1,x_3_3,x_3_4
5	-8	x_2_2,x_2_3,x_3_2,x_3_3,x_3_4
5	-8	x_2_2,x_2_3,x_4_1,x_4_2,x_4_3
5	-4	x_2_2,x_2_3,x_4_1,x_4_2,x_4_4
5	-4	x_2_2,x_2_3,x_4_1,x_4_3,x_4_4
5	-8	x_2_2,x_2_3,x_4_2,x_4_3,x_4_4
5	-8	x_2_2,x_2_3,x_5_1,x_5_2,x_5_3
5	-4	x_2_2,x_2_3,x_5_1,x_5_2,x_5_4
5	-4	x_2_2,x_2_3,x_5_1,x_5_3,x_5_4
5	-8	x_2_2,x_2_3,x_5_2,x_5_3,x_5_4
5	-20	x_2_2,x_2_4,x_3_0,x_3_1,x_3_2
5	-10	x_2_2,x_2_4,x_3_0,x_3_1,x_3_3
5	-20	x_2_2,x_2_4,x_3_0,x_3_1,x_3_4
5	-24	x_2_2,x_2_4,x_3_1,x_3_2,x_3_3
5	-36	x_2_2,x_2_4,x_3_1,x_3_2,x_3_4
5	-24	x_2_2,x_2_4,x_3_1,x_3_3,x_3_4
5	-6	x_2_2,x_2_4,x_3_2,x_3_3,x_3_4
5	-4	x_2_2,x_2_4,x_4_1,x_4_2,x_4_3
5	-6	x_2_2,x_2_4,x_4_1,x_4_2,x_4_4
5	-4	x_2_2,x_2_4,x_4_1,x_4_3,x_4_4
5	-6	x_2_2,x_2_4,x_4_2,x_4_3,x_4_4
5	-4	x_2_2,x_2_4,x_5_1,x_5_2,x_5_3
5	-6	x_2_2,x_2_4,x_5_1,x_5_2,x_5_4
5	-4	x_2_2,x_2_4,x_5_1,x_5_3,x_5_4
5	-6	x_2_2,x_2_4,x_5_2,x_5_3,x_5_4
5	-20	x_2_2,x_3_0,x_3_1,x_3_2,x_3_3
5	-20	x_2_2,x_3_0,x_3_1,x_3_2,x_3_4
5	-10	x_2_2,x_3_0,x_3_1,x_3_3,x_3_4
5	-24	x_2_2,x_3_1,x_3_2,x_3_3,x_3_4
5	-4	x_2_2,x_4_1,x_4_2,x_4_3,x_4_4
5	-4	x_2_2,x_5_1,x_5_2,x_5_3,x_5_4
5	-10	x_2_3,x_2_4,x_3_0,x_3_1,x_3_2
5	-20	x_2_3,x_2_4,x_3_0,x_3_1,x_3_3
5	-20	x_2_3,x_2_4,x_3_0,x_3_1,x_3_4
5	-24	x_2_3,x_2_4,x_3_1,x_3_2,x_3_3
5	-24	x_2_3,x_2_4,x_3_1,x_3_2,x_3_4
5	-36	x_2_3,x_2_4,x_3_1,x_3_3,x_3_4
5	-6	x_2_3,x_2_4,x_3_2,x_3_3,x_3_4
5	-4	x_2_3,x_2_4,x_4_1,x_4_2,x_4_3
5	-4	x_2_3,x_2_4,x_4_1,x_4_2,x_4_4
5	-6	x_2_3,x_2_4,x_4_1,x_4_3,x_4_4
5	-6	x_2_3,x_2_4,x_4_2,x_4_3,x_4_4
5	-4	x_2_3,x_2_4,x_5_1,x_5_2,x_5_3
5	-4	x_2_3,x_2_4,x_5_1,x_5_2,x_5_4
5	-6	x_2_3,x_2_4,x_5_1,x_5_3,x_5_4
5	-6	x_2_3,x_2_4,x_5_2,x_5_3,x_5_4
5	-20	x_2_3,x_3_0,x_3_1,x_3_2,x_3_3
5	-10	x_2_3,x_3_0,x_3_1,x_3_2,x_3_4
5	-20	x_2_3,x_3_0,x_3_1,x_3_3,x_3_4
5	-24	x_2_3,x_3_1,x_3_2,x_3_3,x_3_4
5	-4	x_2_3,x_4_1,x_4_2,x_4_3,x_4_4
5	-4	x_2_3,x_5_1,x_5_2,x_5_3,x_5_4
5	-10	x_2_4,x_3_0,x_3_1,x_3_2,x_3_3
5	-20	x_2_4,x_3_0,x_3_1,x_3_2,x_3_4
5	-20	x_2_4,x_3_0,x_3_1,x_3_3,x_3_4
5	-24	x_2_4,x_3_1,x_3_2,x_3_3,x_3_4
5	-4	x_2_4,x_4_1,x_4_2,x_4_3,x_4_4
5	-4	x_2_4,x_5_1,x_5_2,x_5_3,x_5_4
5	-10	x_3_0,x_3_1,x_3_2,x_3_3,x_3_4
5	-10	x_3_0,x_3_1,x_3_2,x_3_3,x_4_0
5	-10	x_3_0,x_3_1,x_3_2,x_3_3,x_4_1
5	10	x_3_0,x_3_1,x_3_2,x_3_3,x_4_2
5	20	x_3_0,x_3_1,x_3_2,x_3_3,x_4_4
5	-10	x_3_0,x_3_1,x_3_2,x_3_4,x_4_0
5	-10	x_3_0,x_3_1,x_3_2,x_3_4,x_4_1
5	10	x_3_0,x_3_1,x_3_2,x_3_4,x_4_2
5	10	x_3_0,x_3_1,x_3_2,x_3_4,x_4_4
5	-20	x_3_0,x_3_1,x_3_2,x_4_0,x_4_1
5	-10	x_3_0,x_3_1,x_3_2,x_4_0,x_4_2
5	-10	x_3_0,x_3_1,x_3_2,x_4_0,x_4_3
5	-20	x_3_0,x_3_1,x_3_2,x_4_1,x_4_2
5	-20	x_3_0,x_3_1,x_3_2,x_4_1,x_4_3
5	-10	x_3_0,x_3_1,x_3_2,x_4_1,x_4_4
5	20	x_3_0,x_3_1,x_3_2,x_4_2,x_4_4
5	10	x_3_0,x_3_1,x_3_2,x_4_3,x_4_4
5	-10	x_3_0,x_3_1,x_3_3,x_3_4,x_4_0
5	-10	x_3_0,x_3_1,x_3_3,x_3_4,x_4_1
5	10	x_3_0,x_3_1,x_3_3,x_3_4,x_4_2
5	10	x_3_0,x_3_1,x_3_3,x_3_4,x_4_3
5	10	x_3_0,x_3_1,x_3_3,x_3_4,x_4_4
5	-20	x_3_0,x_3_1,x_3_3,x_4_0,x_4_1
5	-10	x_3_0,x_3_1,x_3_3,x_4_0,x_4_3
5	-10	x_3_0,x_3_1,x_3_3,x_4_1,x_4_2
5	-20	x_3_0,x_3_1,x_3_3,x_4_1,x_4_3
5	-10	x_3_0,x_3_1,x_3_3,x_4_1,x_4_4
5	20	x_3_0,x_3_1,x_3_3,x_4_2,x_4_3
5	20	x_3_0,x_3_1,x_3_3,x_4_2,x_4_4
5	20	x_3_0,x_3_1,x_3_3,x_4_3,x_4_4
5	-20	x_3_0,x_3_1,x_3_4,x_4_0,x_4_1
5	-10	x_3_0,x_3_1,x_3_4,x_4_0,x_4_4
5	-10	x_3_0,x_3_1,x_3_4,x_4_1,x_4_2
5	-10	x_3_0,x_3_1,x_3_4,x_4_1,x_4_3
5	-20	x_3_0,x_3_1,x_3_4,x_4_1,x_4_4
5	10	x_3_0,x_3_1,x_3_4,x_4_2,x_4_3
5	20	x_3_0,x_3_1,x_3_4,x_4_2,x_4_4
5	20	x_3_0,x_3_1,x_3_4,x_4_3,x_4_4
5	-20	x_3_0,x_3_1,x_4_0,x_4_1,x_4_2
5	-20	x_3_0,x_3_1,x_4_0,x_4_1,x_4_3
5	-20	x_3_0,x_3_1,x_4_0,x_4_1,x_4_4
5	10	x_3_0,x_3_1,x_4_0,x_4_2,x_4_4
5	10	x_3_0,x_3_1,x_4_0,x_4_3,x_4_4
5	-10	x_3_0,x_3_1,x_4_1,x_4_2,x_4_3
5	-10	x_3_0,x_3_1,x_4_1,x_4_2,x_4_4
5	-10	x_3_0,x_3_1,x_4_1,x_4_3,x_4_4
5	20	x_3_0,x_3_1,x_4_2,x_4_3,x_4_4
5	-10	x_3_0,x_3_2,x_3_3,x_3_4,x_4_1
5	-20	x_3_0,x_3_2,x_3_3,x_4_1,x_4_2
5	-20	x_3_0,x_3_2,x_3_3,x_4_1,x_4_3
5	-10	x_3_0,x_3_2,x_3_3,x_4_1,x_4_4
5	10	x_3_0,x_3_2,x_3_4,x_4_0,x_4_1
5	-20	x_3_0,x_3_2,x_3_4,x_4_1,x_4_2
5	-10	x_3_0,x_3_2,x_3_4,x_4_1,x_4_3
5	-20	x_3_0,x_3_2,x_3_4,x_4_1,x_4_4
5	-10	x_3_0,x_3_2,x_4_0,x_4_1,x_4_2
5	-20	x_3_0,x_3_2,x_4_1,x_4_2,x_4_3
5	-20	x_3_0,x_3_2,x_4_1,x_4_2,x_4_4
5	-10	x_3_0,x_3_2,x_4_1,x_4_3,x_4_4
5	10	x_3_0,x_3_3,x_3_4,x_4_0,x_4_1
5	-10	x_3_0,x_3_3,x_3_4,x_4_1,x_4_2
5	-20	x_3_0,x_3_3,x_3_4,x_4_1,x_4_3
5	-20	x_3_0,x_3_3,x_3_4,x_4_1,x_4_4
5	-10	x_3_0,x_3_3,x_4_0,x_4_1,x_4_2
5	-10	x_3_0,x_3_3,x_4_0,x_4_1,x_4_3
5	-20	x_3_0,x_3_3,x_4_1,x_4_2,x_4_3
5	-10	x_3_0,x_3_3,x_4_1,x_4_2,x_4_4
5	-20	x_3_0,x_3_3,x_4_1,x_4_3,x_4_4
5	-10	x_3_0,x_3_4,x_4_0,x_4_1,x_4_4
5	-10	x_3_0,x_3_4,x_4_1,x_4_2,x_4_3
5	-20	x_3_0,x_3_4,x_4_1,x_4_2,x_4_4
5	-20	x_3_0,x_3_4,x_4_1,x_4_3,x_4_4
5	-10	x_3_0,x_4_0,x_4_1,x_4_2,x_4_3
5	-10	x_3_0,x_4_0,x_4_1,x_4_2,x_4_4
5	-10	x_3_0,x_4_0,x_4_1,x_4_3,x_4_4
5	-10	x_3_0,x_4_1,x_4_2,x_4_3,x_4_4
5	-14	x_3_1,x_3_2,x_3_3,x_3_4,x_4_1
5	6	x_3_1,x_3_2,x_3_3,x_3_4,x_4_2
5	-4	x_3_1,x_3_2,x_3_3,x_3_4,x_4_3
5	16	x_3_1,x_3_2,x_3_3,x_3_4,x_4_4
5	-4	x_3_1,x_3_2,x_3_3,x_3_4,x_5_1
5	-4	x_3_1,x_3_2,x_3_3,x_3_4,x_5_2
5	-4	x_3_1,x_3_2,x_3_3,x_3_4,x_5_3
5	-4	x_3_1,x_3_2,x_3_3,x_3_4,x_5_4
5	-10	x_3_1,x_3_2,x_3_3,x_4_0,x_4_1
5	10	x_3_1,x_3_2,x_3_3,x_4_0,x_4_2
5	20	x_3_1,x_3_2,x_3_3,x_4_0,x_4_4
5	-28	x_3_1,x_3_2,x_3_3,x_4_1,x_4_2
5	-38	x_3_1,x_3_2,x_3_3,x_4_1,x_4_3
5	-4	x_3_1,x_3_2,x_3_3,x_4_1,x_4_4
5	2	x_3_1,x_3_2,x_3_3,x_4_2,x_4_3
5	26	x_3_1,x_3_2,x_3_3,x_4_2,x_4_4
5	16	x_3_1,x_3_2,x_3_3,x_4_3,x_4_4
5	-8	x_3_1,x_3_2,x_3_3,x_5_1,x_5_2
5	-8	x_3_1,x_3_2,x_3_3,x_5_1,x_5_3
5	-4	x_3_1,x_3_2,x_3_3,x_5_1,x_5_4
5	-8	x_3_1,x_3_2,x_3_3,x_5_2,x_5_3
5	-4	x_3_1,x_3_2,x_3_3,x_5_2,x_5_4
5	-4	x_3_1,x_3_2,x_3_3,x_5_3,x_5_4
5	-10	x_3_1,x_3_2,x_3_4,x_4_0,x_4_1
5	10	x_3_1,x_3_2,x_3_4,x_4_0,x_4_2
5	10	x_3_1,x_3_2,x_3_4,x_4_0,x_4_4
5	-28	x_3_1,x_3_2,x_3_4,x_4_1,x_4_2
5	-24	x_3_1,x_3_2,x_3_4,x_4_1,x_4_3
5	-28	x_3_1,x_3_2,x_3_4,x_4_1,x_4_4
5	-4	x_3_1,x_3_2,x_3_4,x_4_2,x_4_3
5	14	x_3_1,x_3_2,x_3_4,x_4_2,x_4_4
5	6	x_3_1,x_3_2,x_3_4,x_4_3,x_4_4
5	-8	x_3_1,x_3_2,x_3_4,x_5_1,x_5_2
5	-4	x_3_1,x_3_2,x_3_4,x_5_1,x_5_3
5	-8	x_3_1,x_3_2,x_3_4,x_5_1,x_5_4
5	-4	x_3_1,x_3_2,x_3_4,x_5_2,x_5_3
5	-6	x_3_1,x_3_2,x_3_4,x_5_2,x_5_4
5	-4	x_3_1,x_3_2,x_3_4,x_5_3,x_5_4
5	-20	x_3_1,x_3_2,x_4_0,x_4_1,x_4_2
5	-20	x_3_1,x_3_2,x_4_0,x_4_1,x_4_3
5	-10	x_3_1,x_3_2,x_4_0,x_4_1,x_4_4
5	20	x_3_1,x_3_2,x_4_0,x_4_2,x_4_4
5	10	x_3_1,x_3_2,x_4_0,x_4_3,x_4_4
5	-38	x_3_1,x_3_2,x_4_1,x_4_2,x_4_3
5	-28	x_3_1,x_3_2,x_4_1,x_4_2,x_4_4
5	-24	x_3_1,x_3_2,x_4_1,x_4_3,x_4_4
5	6	x_3_1,x_3_2,x_4_2,x_4_3,x_4_4
5	-8	x_3_1,x_3_2,x_5_1,x_5_2,x_5_3
5	-8	x_3_1,x_3_2,x_5_1,x_5_2,x_5_4
5	-4	x_3_1,x_3_2,x_5_1,x_5_3,x_5_4
5	-4	x_3_1,x_3_2,x_5_2,x_5_3,x_5_4
5	-10	x_3_1,x_3_3,x_3_4,x_4_0,x_4_1
5	10	x_3_1,x_3_3,x_3_4,x_4_0,x_4_2
5	10	x_3_1,x_3_3,x_3_4,x_4_0,x_4_3
5	10	x_3_1,x_3_3,x_3_4,x_4_0,x_4_4
5	-14	x_3_1,x_3_3,x_3_4,x_4_1,x_4_2
5	-28	x_3_1,x_3_3,x_3_4,x_4_1,x_4_3
5	-28	x_3_1,x_3_3,x_3_4,x_4_1,x_4_4
5	16	x_3_1,x_3_3,x_3_4,x_4_2,x_4_3
5	16	x_3_1,x_3_3,x_3_4,x_4_2,x_4_4
5	14	x_3_1,x_3_3,x_3_4,x_4_3,x_4_4
5	-4	x_3_1,x_3_3,x_3_4,x_5_1,x_5_2
5	-8	x_3_1,x_3_3,x_3_4,x_5_1,x_5_3
5	-8	x_3_1,x_3_3,x_3_4,x_5_1,x_5_4
5	-4	x_3_1,x_3_3,x_3_4,x_5_2,x_5_3
5	-4	x_3_1,x_3_3,x_3_4,x_5_2,x_5_4
5	-6	x_3_1,x_3_3,x_3_4,x_5_3,x_5_4
5	-10	x_3_1,x_3_3,x_4_0,x_4_1,x_4_2
5	-20	x_3_1,x_3_3,x_4_0,x_4_1,x_4_3
5	-10	x_3_1,x_3_3,x_4_0,x_4_1,x_4_4
5	20	x_3_1,x_3_3,x_4_0,x_4_2,x_4_3
5	20	x_3_1,x_3_3,x_4_0,x_4_2,x_4_4
5	20	x_3_1,x_3_3,x_4_0,x_4_3,x_4_4
5	-18	x_3_1,x_3_3,x_4_1,x_4_2,x_4_3
5	-14	x_3_1,x_3_3,x_4_1,x_4_2,x_4_4
5	-28	x_3_1,x_3_3,x_4_1,x_4_3,x_4_4
5	26	x_3_1,x_3_3,x_4_2,x_4_3,x_4_4
5	-8	x_3_1,x_3_3,x_5_1,x_5_2,x_5_3
5	-4	x_3_1,x_3_3,x_5_1,x_5_2,x_5_4
5	-8	x_3_1,x_3_3,x_5_1,x_5_3,x_5_4
5	-4	x_3_1,x_3_3,x_5_2,x_5_3,x_5_4
5	-10	x_3_1,x_3_4,x_4_0,x_4_1,x_4_2
5	-10	x_3_1,x_3_4,x_4_0,x_4_1,x_4_3
5	-20	x_3_1,x_3_4,x_4_0,x_4_1,x_4_4
5	10	x_3_1,x_3_4,x_4_0,x_4_2,x_4_3
5	20	x_3_1,x_3_4,x_4_0,x_4_2,x_4_4
5	20	x_3_1,x_3_4,x_4_0,x_4_3,x_4_4
5	-14	x_3_1,x_3_4,x_4_1,x_4_2,x_4_3
5	-28	x_3_1,x_3_4,x_4_1,x_4_2,x_4_4
5	-28	x_3_1,x_3_4,x_4_1,x_4_3,x_4_4
5	16	x_3_1,x_3_4,x_4_2,x_4_3,x_4_4
5	-4	x_3_1,x_3_4,x_5_1,x_5_2,x_5_3
5	-8	x_3_1,x_3_4,x_5_1,x_5_2,x_5_4
5	-8	x_3_1,x_3_4,x_5_1,x_5_3,x_5_4
5	-4	x_3_1,x_3_4,x_5_2,x_5_3,x_5_4
5	-10	x_3_1,x_4_0,x_4_1,x_4_2,x_4_3
5	-10	x_3_1,x_4_0,x_4_1,x_4_2,x_4_4
5	-10	x_3_1,x_4_0,x_4_1,x_4_3,x_4_4
5	20	x_3_1,x_4_0,x_4_2,x_4_3,x_4_4
5	-14	x_3_1,x_4_1,x_4_2,x_4_3,x_4_4
5	-4	x_3_1,x_5_1,x_5_2,x_5_3,x_5_4
5	-10	x_3_2,x_3_3,x_3_4,x_4_0,x_4_1
5	-24	x_3_2,x_3_3,x_3_4,x_4_1,x_4_2
5	-24	x_3_2,x_3_3,x_3_4,x_4_1,x_4_3
5	-24	x_3_2,x_3_3,x_3_4,x_4_1,x_4_4
5	-8	x_3_2,x_3_3,x_3_4,x_4_2,x_4_3
5	-6	x_3_2,x_3_3,x_3_4,x_4_2,x_4_4
5	-6	x_3_2,x_3_3,x_3_4,x_4_3,x_4_4
5	-4	x_3_2,x_3_3,x_3_4,x_5_1,x_5_2
5	-4	x_3_2,x_3_3,x_3_4,x_5_1,x_5_3
5	-4	x_3_2,x_3_3,x_3_4,x_5_1,x_5_4
5	-8	x_3_2,x_3_3,x_3_4,x_5_2,x_5_3
5	-6	x_3_2,x_3_3,x_3_4,x_5_2,x_5_4
5	-6	x_3_2,x_3_3,x_3_4,x_5_3,x_5_4
5	-20	x_3_2,x_3_3,x_4_0,x_4_1,x_4_2
5	-20	x_3_2,x_3_3,x_4_0,x_4_1,x_4_3
5	-10	x_3_2,x_3_3,x_4_0,x_4_1,x_4_4
5	-48	x_3_2,x_3_3,x_4_1,x_4_2,x_4_3
5	-24	x_3_2,x_3_3,x_4_1,x_4_2,x_4_4
5	-24	x_3_2,x_3_3,x_4_1,x_4_3,x_4_4
5	-8	x_3_2,x_3_3,x_4_2,x_4_3,x_4_4
5	-8	x_3_2,x_3_3,x_5_1,x_5_2,x_5_3
5	-4	x_3_2,x_3_3,x_5_1,x_5_2,x_5_4
5	-4	x_3_2,x_3_3,x_5_1,x_5_3,x_5_4
5	-8	x_3_2,x_3_3,x_5_2,x_5_3,x_5_4
5	-20	x_3_2,x_3_4,x_4_0,x_4_1,x_4_2
5	-10	x_3_2,x_3_4,x_4_0,x_4_1,x_4_3
5	-20	x_3_2,x_3_4,x_4_0,x_4_1,x_4_4
5	-24	x_3_2,x_3_4,x_4_1,x_4_2,x_4_3
5	-36	x_3_2,x_3_4,x_4_1,x_4_2,x_4_4
5	-24	x_3_2,x_3_4,x_4_1,x_4_3,x_4_4
5	-6	x_3_2,x_3_4,x_4_2,x_4_3,x_4_4
5	-4	x_3_2,x_3_4,x_5_1,x_5_2,x_5_3
5	-6	x_3_2,x_3_4,x_5_1,x_5_2,x_5_4
5	-4	x_3_2,x_3_4,x_5_1,x_5_3,x_5_4
5	-6	x_3_2,x_3_4,x_5_2,x_5_3,x_5_4
5	-20	x_3_2,x_4_0,x_4_1,x_4_2,x_4_3
5	-20	x_3_2,x_4_0,x_4_1,x_4_2,x_4_4
5	-10	x_3_2,x_4_0,x_4_1,x_4_3,x_4_4
5	-24	x_3_2,x_4_1,x_4_2,x_4_3,x_4_4
5	-4	x_3_2,x_5_1,x_5_2,x_5_3,x_5_4
5	-10	x_3_3,x_3_4,x_4_0,x_4_1,x_4_2
5	-20	x_3_3,x_3_4,x_4_0,x_4_1,x_4_3
5	-20	x_3_3,x_3_4,x_4_0,x_4_1,x_4_4
5	-24	x_3_3,x_3_4,x_4_1,x_4_2,x_4_3
5	-24	x_3_3,x_3_4,x_4_1,x_4_2,x_4_4
5	-36	x_3_3,x_3_4,x_4_1,x_4_3,x_4_4
5	-6	x_3_3,x_3_4,x_4_2,x_4_3,x_4_4
5	-4	x_3_3,x_3_4,x_5_1,x_5_2,x_5_3
5	-4	x_3_3,x_3_4,x_5_1,x_5_2,x_5_4
5	-6	x_3_3,x_3_4,x_5_1,x_5_3,x_5_4
5	-6	x_3_3,x_3_4,x_5_2,x_5_3,x_5_4
5	-20	x_3_3,x_4_0,x_4_1,x_4_2,x_4_3
5	-10	x_3_3,x_4_0,x_4_1,x_4_2,x_4_4
5	-20	x_3_3,x_4_0,x_4_1,x_4_3,x_4_4
5	-24	x_3_3,x_4_1,x_4_2,x_4_3,x_4_4
5	-4	x_3_3,x_5_1,x_5_2,x_5_3,x_5_4
5	-10	x_3_4,x_4_0,x_4_1,x_4_2,x_4_3
5	-20	x_3_4,x_4_0,x_4_1,x_4_2,x_4_4
5	-20	x_3_4,x_4_0,x_4_1,x_4_3,x_4_4
5	-24	x_3_4,x_4_1,x_4_2,x_4_3,x_4_4
5	-4	x_3_4,x_5_1,x_5_2,x_5_3,x_5_4
5	-10	x_4_0,x_4_1,x_4_2,x_4_3,x_4_4
5	-10	x_4_0,x_4_1,x_4_2,x_4_3,x_5_0
5	-10	x_4_0,x_4_1,x_4_2,x_4_3,x_5_1
5	10	x_4_0,x_4_1,x_4_2,x_4_3,x_5_2
5	20	x_4_0,x_4_1,x_4_2,x_4_3,x_5_4
5	-10	x_4_0,x_4_1,x_4_2,x_4_4,x_5_0
5	-10	x_4_0,x_4_1,x_4_2,x_4_4,x_5_1
5	10	x_4_0,x_4_1,x_4_2,x_4_4,x_5_2
5	10	x_4_0,x_4_1,x_4_2,x_4_4,x_5_4
5	-20	x_4_0,x_4_1,x_4_2,x_5_0,x_5_1
5	-10	x_4_0,x_4_1,x_4_2,x_5_0,x_5_2
5	-10	x_4_0,x_4_1,x_4_2,x_5_0,x_5_3
5	-20	x_4_0,x_4_1,x_4_2,x_5_1,x_5_2
5	-20	x_4_0,x_4_1,x_4_2,x_5_1,x_5_3
5	-10	x_4_0,x_4_1,x_4_2,x_5_1,x_5_4
5	20	x_4_0,x_4_1,x_4_2,x_5_2,x_5_4
5	10	x_4_0,x_4_1,x_4_2,x_5_3,x_5_4
5	-10	x_4_0,x_4_1,x_4_3,x_4_4,x_5_0
5	-10	x_4_0,x_4_1,x_4_3,x_4_4,x_5_1
5	10	x_4_0,x_4_1,x_4_3,x_4_4,x_5_2
5	10	x_4_0,x_4_1,x_4_3,x_4_4,x_5_3
5	10	x_4_0,x_4_1,x_4_3,x_4_4,x_5_4
5	-20	x_4_0,x_4_1,x_4_3,x_5_0,x_5_1
5	-10	x_4_0,x_4_1,x_4_3,x_5_0,x_5_3
5	-10	x_4_0,x_4_1,x_4_3,x_5_1,x_5_2
5	-20	x_4_0,x_4_1,x_4_3,x_5_1,x_5_3
5	-10	x_4_0,x_4_1,x_4_3,x_5_1,x_5_4
5	20	x_4_0,x_4_1,x_4_3,x_5_2,x_5_3
5	20	x_4_0,x_4_1,x_4_3,x_5_2,x_5_4
5	20	x_4_0,x_4_1,x_4_3,x_5_3,x_5_4
5	-20	x_4_0,x_4_1,x_4_4,x_5_0,x_5_1
5	-10	x_4_0,x_4_1,x_4_4,x_5_0,x_5_4
5	-10	x_4_0,x_4_1,x_4_4,x_5_1,x_5_2
5	-10	x_4_0,x_4_1,x_4_4,x_5_1,x_5_3
5	-20	x_4_0,x_4_1,x_4_4,x_5_1,x_5_4
5	10	x_4_0,x_4_1,x_4_4,x_5_2,x_5_3
5	20	x_4_0,x_4_1,x_4_4,x_5_2,x_5_4
5	20	x_4_0,x_4_1,x_4_4,x_5_3,x_5_4
5	-20	x_4_0,x_4_1,x_5_0,x_5_1,x_5_2
5	-20	x_4_0,x_4_1,x_5_0,x_5_1,x_5_3
5	-20	x_4_0,x_4_1,x_5_0,x_5_1,x_5_4
5	10	x_4_0,x_4_1,x_5_0,x_5_2,x_5_4
5	10	x_4_0,x_4_1,x_5_0,x_5_3,x_5_4
5	-10	x_4_0,x_4_1,x_5_1,x_5_2,x_5_3
5	-10	x_4_0,x_4_1,x_5_1,x_5_2,x_5_4
5	-10	x_4_0,x_4_1,x_5_1,x_5_3,x_5_4
5	20	x_4_0,x_4_1,x_5_2,x_5_3,x_5_4
